image_id,healthy,multiple_diseases,rust,scab
Test_0,2.2025677248326166e-15,0.0072579579427838326,0.9927420616149902,3.2763249222872914e-15
Test_1,2.211617607800198e-12,0.046346236020326614,0.9536537528038025,1.551463710107448e-12
Test_2,0.0011039262171834707,0.010030429810285568,1.8926359189208597e-05,0.9888466596603394
Test_3,0.9915810823440552,0.002429571468383074,0.0016203053528442979,0.0043690381571650505
Test_4,4.613572638980368e-25,0.0010359880980104208,0.9989639520645142,4.184829352066649e-22
Test_5,0.5086544752120972,0.0549200139939785,0.007441376335918903,0.4289841055870056
Test_6,0.9820810556411743,0.001445789122954011,0.014706593006849289,0.0017665451159700751
Test_7,2.5330136850243434e-05,0.14977532625198364,4.561223613563925e-05,0.8501537442207336
Test_8,0.0012493524700403214,0.01676315814256668,0.00018837657989934087,0.9817991256713867
Test_9,4.800586029215594e-17,0.05017475411295891,0.9498252272605896,5.331566300779836e-16
Test_10,1.1761968575154363e-18,0.0002519735135138035,0.9997479915618896,1.4436411645847197e-20
Test_11,0.9860690832138062,0.007938197813928127,0.002798760309815407,0.003193953773006797
Test_12,0.07549817115068436,0.04137910157442093,0.0012117024743929505,0.881911039352417
Test_13,0.9735311269760132,0.0080863106995821,0.006386091001331806,0.01199644710868597
Test_14,2.2043173801179205e-24,1.0130692317034118e-05,0.9999898672103882,1.2358215069025717e-24
Test_15,5.961900956253497e-17,2.3524669813923538e-05,0.9999764561653137,5.187632515470769e-20
Test_16,0.9764294624328613,0.0003740274696610868,0.0002564573660492897,0.022940054535865784
Test_17,0.0003785321023315191,0.015776420012116432,0.00026010957662947476,0.983585000038147
Test_18,0.12412160634994507,0.03376323729753494,0.0004840352339670062,0.8416311740875244
Test_19,5.931827150722906e-18,0.002799141453579068,0.9972009062767029,8.997475133310797e-16
Test_20,0.16520582139492035,0.018928859382867813,0.002082468243315816,0.8137826919555664
Test_21,0.9071542620658875,0.003470943309366703,0.0013286618050187826,0.0880461186170578
Test_22,0.0,0.043563976883888245,0.956436038017273,9.80011309283064e-38
Test_23,0.0972142145037651,0.01343805342912674,0.00022634385095443577,0.889121413230896
Test_24,0.9744124412536621,0.0019518841290846467,0.0024400195106863976,0.021195612847805023
Test_25,0.00010557232599239796,0.01159810833632946,2.29897050303407e-05,0.9882733225822449
Test_26,0.10754463821649551,0.015872012823820114,0.00044875734602101147,0.8761345148086548
Test_27,1.0923243913983076e-20,0.009004815481603146,0.9909952282905579,1.3572860935735978e-20
Test_28,0.9953544735908508,0.0016740065766498446,0.0015310680028051138,0.0014404448447749019
Test_29,8.295171937788837e-06,0.8446426391601562,0.15259525179862976,0.002753881271928549
Test_30,0.9354405403137207,0.010487031191587448,0.0034914216957986355,0.0505809560418129
Test_31,4.415074451550254e-18,0.09196875244379044,0.9080312252044678,1.5298088683303527e-16
Test_32,0.00038016203325241804,0.05086011439561844,0.00024849132751114666,0.9485112428665161
Test_33,1.4762649698241148e-05,0.013492860831320286,4.584252337735961e-07,0.9864919781684875
Test_34,0.0917985588312149,0.017277507111430168,0.0022235035430639982,0.8887004256248474
Test_35,0.0020731519907712936,0.004465448670089245,1.0608588127070107e-05,0.9934507608413696
Test_36,7.402131590549175e-17,0.06248932331800461,0.93751060962677,2.3507252222521816e-15
Test_37,0.0038116213399916887,0.0066033317707479,2.418014446448069e-05,0.9895608425140381
Test_38,9.094457595892891e-07,0.012384654022753239,3.6501241140740603e-08,0.9876143932342529
Test_39,1.2186920309714688e-12,1.2295827218622435e-05,0.9999876618385315,1.7797369480931913e-11
Test_40,1.1432154345835395e-19,0.011474445462226868,0.9885255098342896,1.8694013009999346e-19
Test_41,4.700795010409778e-14,0.06683427095413208,0.9331657290458679,1.9752091740096907e-14
Test_42,9.934427907865029e-06,0.015236960723996162,7.141098876672913e-07,0.9847524166107178
Test_43,1.0793237379402854e-05,0.046072833240032196,0.953916072845459,3.3811483035606216e-07
Test_44,8.063286259130109e-06,0.2863404452800751,0.00541037367656827,0.7082411646842957
Test_45,6.237932211661246e-06,0.5883165597915649,0.0003428876807447523,0.41133424639701843
Test_46,0.5434951782226562,0.02520246058702469,0.0011155055835843086,0.43018680810928345
Test_47,1.4938097293205783e-23,0.04495393857359886,0.9550460577011108,1.5939677507636644e-21
Test_48,4.7769693982787963e-26,0.0067261201329529285,0.9932738542556763,1.4840327450334501e-24
Test_49,8.468281187390403e-09,0.013822630047798157,0.9861773252487183,4.196676894885343e-10
Test_50,1.4090413948467106e-12,0.0003766912850551307,0.9996232986450195,3.218379382441405e-11
Test_51,4.917532360997198e-16,0.08525820076465607,0.9147418141365051,7.280576830434246e-15
Test_52,1.1724092681630267e-25,0.0012183149810880423,0.998781681060791,7.161874024763172e-26
Test_53,8.054822307724298e-32,3.3853550576168345e-06,0.9999966025352478,1.5301803020577273e-33
Test_54,0.126486673951149,0.30542147159576416,0.5013982653617859,0.06669361889362335
Test_55,0.008075306192040443,0.0036264732480049133,8.138934208545834e-05,0.988216757774353
Test_56,0.00036367791472002864,0.5057401657104492,0.00021368652232922614,0.49368250370025635
Test_57,0.9070614576339722,0.007691192906349897,0.01241984311491251,0.0728275328874588
Test_58,0.2167402058839798,0.03480437025427818,0.0020720460452139378,0.7463833689689636
Test_59,4.9599890189711004e-05,0.5934551358222961,0.40627455711364746,0.00022071714920457453
Test_60,0.024332424625754356,0.1079539954662323,0.07306870073080063,0.794644832611084
Test_61,0.8782808780670166,0.014469988644123077,0.002343465108424425,0.10490565747022629
Test_62,0.0014019203372299671,0.49167144298553467,0.13688603043556213,0.3700405955314636
Test_63,0.0296336580067873,0.2258586883544922,0.00029534296481870115,0.7442123889923096
Test_64,0.13291092216968536,0.01746622659265995,0.002078167861327529,0.84754478931427
Test_65,5.926124868604887e-11,0.09889648854732513,0.9011034965515137,7.789961037341087e-11
Test_66,0.9920016527175903,0.00044295896077528596,0.0001450609415769577,0.007410341873764992
Test_67,8.513094229556373e-08,0.03295315057039261,0.9670466184616089,1.3298263468186633e-07
Test_68,0.00019902813073713332,0.649070143699646,0.03687550500035286,0.3138553500175476
Test_69,1.595952926436439e-05,0.28195270895957947,0.7180202007293701,1.1088741302955896e-05
Test_70,0.037882860749959946,0.4266681373119354,0.016827713698148727,0.5186212658882141
Test_71,6.751603450538823e-06,0.0163669902831316,0.983626127243042,6.746893888021077e-08
Test_72,0.02318907529115677,0.03873266652226448,0.002376382704824209,0.9357019066810608
Test_73,0.9786399602890015,0.002730631735175848,0.0005403565592132509,0.018088974058628082
Test_74,0.9385745525360107,0.022534634917974472,0.01457194983959198,0.024318840354681015
Test_75,0.0010717888362705708,0.010850089602172375,2.6729763703770004e-05,0.9880513548851013
Test_76,0.8097637891769409,0.0127030024304986,0.0016948165139183402,0.17583847045898438
Test_77,3.090214158874005e-05,0.04226251691579819,0.95770263671875,3.9678307075519115e-06
Test_78,3.143493074730941e-07,0.0048876674845814705,1.2398144733083427e-08,0.9951120615005493
Test_79,0.9202622175216675,0.045126695185899734,0.016337458044290543,0.018273625522851944
Test_80,0.0018733555916696787,0.6577332019805908,0.3366067409515381,0.003786702174693346
Test_81,6.699648648356149e-12,0.04460372030735016,0.9553962349891663,1.0739686050198483e-11
Test_82,0.00250536622479558,0.16148141026496887,0.836011528968811,1.7184842135975487e-06
Test_83,0.0004333383112680167,0.5636800527572632,0.4352238178253174,0.0006628616247326136
Test_84,0.005223450250923634,0.008954223245382309,6.102829865994863e-05,0.9857613444328308
Test_85,0.012912106700241566,0.01937922090291977,2.1256686522974633e-05,0.9676874279975891
Test_86,0.003382093505933881,0.165237694978714,0.8310551047325134,0.00032511173048987985
Test_87,0.06720063835382462,0.033266354352235794,0.40493714809417725,0.49459582567214966
Test_88,7.742970353774581e-08,0.49925854802131653,6.95896278557484e-06,0.5007343888282776
Test_89,0.05918272212147713,0.05620622634887695,0.0008419537916779518,0.8837690949440002
Test_90,1.7420021065555988e-31,0.0011244857450947165,0.9988754987716675,2.558405267594343e-32
Test_91,0.9677743911743164,0.01875220611691475,0.003111819736659527,0.010361520573496819
Test_92,0.9595538377761841,0.004211083520203829,0.0014461398823186755,0.03478897362947464
Test_93,1.7063214024641863e-16,0.07908499240875244,0.9209150075912476,4.378211660403808e-15
Test_94,0.00287995720282197,0.054323483258485794,7.765187183395028e-05,0.9427189826965332
Test_95,0.9855475425720215,0.0028279649559408426,0.001569814863614738,0.010054631158709526
Test_96,0.007955714128911495,0.01411854662001133,0.00028212685720063746,0.9776434898376465
Test_97,0.915177583694458,0.00541630620136857,0.0019877818413078785,0.07741835713386536
Test_98,9.46910004131496e-05,0.5223618149757385,0.00026134520885534585,0.47728216648101807
Test_99,0.0009057291899807751,0.009127098135650158,8.126573447952978e-06,0.9899590611457825
Test_100,2.0043922631884925e-05,0.033735863864421844,3.1020445590002055e-07,0.9662438035011292
Test_101,0.6122777462005615,0.017428506165742874,0.002057606354355812,0.3682361841201782
Test_102,0.138591930270195,0.010470193810760975,0.00029371469281613827,0.8506442308425903
Test_103,0.8933708667755127,0.04156631976366043,0.03409697487950325,0.030965784564614296
Test_104,1.798702942323871e-05,0.1430259644985199,0.00028562569059431553,0.8566703796386719
Test_105,0.02934013307094574,0.01665673218667507,0.00015072719543240964,0.9538524150848389
Test_106,0.7569983601570129,0.03457564115524292,0.01913280412554741,0.18929316103458405
Test_107,7.897305476944894e-05,0.03897709399461746,0.960929274559021,1.4641668713011313e-05
Test_108,1.3838802260579541e-05,0.2938610315322876,5.340874849935062e-05,0.7060717344284058
Test_109,0.5243438482284546,0.17396637797355652,0.288228839635849,0.013460888527333736
Test_110,0.9924250841140747,0.0014497211668640375,0.000708424486219883,0.005416803061962128
Test_111,0.42038556933403015,0.017287639901041985,0.0016101476503536105,0.5607166886329651
Test_112,1.2182169725430013e-15,0.36889806389808655,0.6311019659042358,5.927605005147732e-14
Test_113,0.05456818267703056,0.47208359837532043,0.0029185477178543806,0.4704296886920929
Test_114,3.789318725466728e-06,0.020339148119091988,0.00013410308747552335,0.9795229434967041
Test_115,1.2593476642638966e-14,0.0015581432962790132,0.9984418153762817,3.5595112042290004e-18
Test_116,4.9884092732099816e-05,0.07339461147785187,0.9265438318252563,1.1669691048155073e-05
Test_117,1.5265821376106437e-12,0.19981642067432404,0.8001836538314819,1.9644836105059404e-11
Test_118,1.5411559069802286e-15,0.0009638950577937067,0.9990360736846924,1.8654090045647914e-13
Test_119,0.9991551637649536,0.00025870208628475666,0.0005662729381583631,1.9832950783893466e-05
Test_120,2.1458623497899588e-17,0.0554787777364254,0.9445213079452515,3.0873675418643812e-15
Test_121,0.20497457683086395,0.41778701543807983,0.24549084901809692,0.1317475289106369
Test_122,1.9501329804466616e-12,0.3962898850440979,0.6037100553512573,1.5736804220845002e-11
Test_123,1.0223603300936925e-17,0.34430500864982605,0.6556950211524963,5.2669985885732407e-14
Test_124,0.0001031816063914448,0.015307014808058739,1.0901597988777212e-06,0.9845887422561646
Test_125,0.2580132782459259,0.0677747130393982,0.0007641919073648751,0.673447847366333
Test_126,0.988385796546936,0.0027075193356722593,0.001613424508832395,0.007293220143765211
Test_127,0.11341248452663422,0.022392144426703453,0.010862025432288647,0.8533333539962769
Test_128,0.0007963090902194381,0.3753626048564911,0.5658260583877563,0.05801505967974663
Test_129,4.787349894286308e-07,0.22644084692001343,0.7735244631767273,3.4239539672853425e-05
Test_130,1.3902938462706516e-06,0.0207442007958889,1.4283202744991286e-06,0.9792529940605164
Test_131,0.00036514169187285006,0.013739606365561485,4.096673001185991e-05,0.9858542680740356
Test_132,0.9936119914054871,0.0017086073057726026,0.001124662347137928,0.0035547036677598953
Test_133,3.8292333215395047e-07,0.029267624020576477,2.6315319701097906e-06,0.9707293510437012
Test_134,0.005422262474894524,0.008392841555178165,0.00048427595174871385,0.9857006669044495
Test_135,0.0268450528383255,0.11487795412540436,0.8572099208831787,0.0010670148767530918
Test_136,0.00010176306386711076,0.0038198339752852917,1.4309627260900015e-07,0.9960782527923584
Test_137,1.4438093999568006e-31,0.16561411321163177,0.834385871887207,5.102360423875271e-28
Test_138,6.70655210392309e-23,0.0007334760739468038,0.9992665648460388,2.178028551008385e-23
Test_139,0.9945247173309326,0.0015858998522162437,0.0013113123131915927,0.0025780668947845697
Test_140,0.0002766963152680546,0.1627499759197235,0.8369069695472717,6.632725853705779e-05
Test_141,9.793160643312149e-06,0.00899450946599245,1.3408798338332417e-07,0.9909955263137817
Test_142,0.367750883102417,0.06473186612129211,0.001201168866828084,0.5663160085678101
